ticker,side,mode,tier,fem,entry,stop,t1,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,total_genesis,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,news
ELAB,Short,RESISTANCE,T2-SHORT,80,4.42,4.44,4.24,9.0,0.02,4.385,0.8,CLOSE,1,1,1m,4.44,4.42,HIGHWAY,32724,4.2,6.2,2,214.8,60,8,
ELAB,Long,PULLBACK,T3-LONG_WATCH,56,4.24,4.2217,4.42,9.8,0.0183,4.385,3.3,APPROACH,1,1,1m,4.24,4.2217,HIGHWAY,218574,4.2,6.2,2,214.8,60,8,
PTON,Long,PULLBACK,T1-STRONG_LONG,96,4.04,4.02,4.56,26.0,0.02,4.35,7.1,WAITING,6,6,"10m,15m,1h,30m,4h,5m",4.04,4.02,HIGHWAY,25185320,2.0,2.6,3,24.4,22,8,
PTON,Short,RESISTANCE,T3-SHORT,80,4.56,4.57,4.04,52.0,0.01,4.35,4.8,APPROACH,1,1,15m,4.57,4.56,HIGHWAY,3264500,2.0,2.6,3,24.4,22,8,
SPCE,Short,RESISTANCE,T3-SHORT,80,2.5,2.51,2.42,8.0,0.01,2.48,0.8,CLOSE,1,1,1m,2.51,2.5,HIGHWAY,15609,7.4,3.2,1,30.0,17,8,
BUR,Long,FRESH_HOLD,T2-LONG,93,4.09,4.03,4.48,6.5,0.06,4.21,2.9,CLOSE,4,4,"10m,1d,1m,5m",4.09,4.03,OPEN_ROAD,59540681,2.0,4.7,3,122.0,41,8,
BUR,Short,RESISTANCE,T3-SHORT,70,4.48,4.49,4.19,29.0,0.01,4.21,6.4,APPROACH,1,1,1m,4.49,4.48,HIGHWAY,257271,2.0,4.7,3,122.0,41,8,
EVTL,Long,PULLBACK,T2-LONG,89,2.02,2.0,2.25,11.5,0.02,2.2,8.2,WAITING,6,6,"10m,15m,1h,30m,4h,5m",2.02,2.0,OPEN_ROAD,11394180,5.1,3.5,2,62.1,85,8,
EVTL,Long,FRESH_HOLD,T2-LONG,86,2.195,2.175,2.25,2.8,0.02,2.2,0.2,CLOSE,2,2,"1h,1m",2.195,2.175,HIGHWAY,876644,5.1,3.5,2,62.1,85,8,
EVTL,Short,RESISTANCE,T3-SHORT,80,2.25,2.27,2.195,2.8,0.02,2.2,2.3,CLOSE,1,1,1h,2.27,2.25,HIGHWAY,790572,5.1,3.5,2,62.1,85,8,
PGEN,Short,RESISTANCE,T5-SHORT,56,4.31,4.38,3.73,8.3,0.07,3.875,11.2,WAITING,1,1,1d,4.38,4.31,OPEN_ROAD,46526837,1.8,2.0,2,40.6,26,8,
AIXI,Short,RESISTANCE,T5-SHORT,20,0.13,0.1308,0.1187,14.1,0.0008,0.119,9.2,WAITING,1,1,5m,0.1308,0.13,OPEN_ROAD,0,2.0,1.8,1,47.6,58,8,
GVH,Long,PULLBACK,T1-STRONG_LONG,93,2.2,2.17,2.36,5.3,0.03,2.35,6.4,APPROACH,5,5,"10m,15m,1m,30m,5m",2.2,2.17,HIGHWAY,3545607,3.3,6.5,2,166.3,82,8,
GVH,Short,RESISTANCE,T3-SHORT,80,2.36,2.365,2.2,32.0,0.005,2.35,0.4,CLOSE,1,1,1m,2.365,2.36,HIGHWAY,175003,3.3,6.5,2,166.3,82,8,
ASTC,Long,PULLBACK,T2-LONG,56,4.76,4.71,5.51,15.0,0.05,5.11,6.8,APPROACH,2,2,"15m,5m",4.76,4.71,HIGHWAY,3190255,0.6,6.7,1,239.3,38,8,
ASTC,Long,FRESH_HOLD,T3-LONG_WATCH,49,5.06,5.0,5.22,2.7,0.06,5.11,1.0,CLOSE,1,1,1m,5.06,5.0,HIGHWAY,59034,0.6,6.7,1,239.3,38,8,
BMEA,Short,RESISTANCE,T2-SHORT,80,1.53,1.5351,1.515,2.9,0.0051,1.525,0.3,CLOSE,1,1,30m,1.5351,1.53,HIGHWAY,141227,2.5,1.5,2,39.5,39,8,
BMEA,Long,FRESH_HOLD,T3-LONG_WATCH,58,1.515,1.51,1.53,3.0,0.005,1.525,0.7,CLOSE,1,1,1m,1.515,1.51,HIGHWAY,0,2.5,1.5,2,39.5,39,8,
PAVS,Short,RESISTANCE,T3-SHORT,80,2.0628,2.1072,1.968,2.1,0.0444,1.9896,3.7,APPROACH,1,1,1h,2.1072,2.0628,HIGHWAY,155850,0.1,0.1,1,439.1,64,8,
PAVS,Long,PULLBACK,T3-LONG_WATCH,57,1.866,1.7712,2.0628,2.1,0.0948,1.9896,6.2,APPROACH,8,3,"10m,1m,5m",1.866,1.7712,HIGHWAY,1798,0.1,0.1,1,439.1,64,8,
ANNA,Short,RESISTANCE,T3-SHORT,80,9.13,9.15,8.92,10.5,0.02,9.08,0.6,CLOSE,1,1,15m,9.15,9.13,HIGHWAY,133682,0.5,0.6,0,72.4,68,8,
EEIQ,Short,RESISTANCE,T5-SHORT,42,9.7398,9.79,8.45,25.7,0.0502,8.54,14.0,WAITING,1,1,1m,9.79,9.7398,OPEN_ROAD,377305,0.1,0.7,1,447.9,62,8,
EEIQ,Long,FRESH_HOLD,T3-LONG_WATCH,23,8.45,8.42,8.604,5.1,0.03,8.54,1.1,CLOSE,1,1,1h,8.45,8.42,MIXED,126000,0.1,0.7,1,447.9,62,8,
BATL,Long,PULLBACK,T3-LONG_WATCH,41,3.85,3.83,4.2401,19.5,0.02,4.025,4.3,APPROACH,3,2,"1m,5m",3.85,3.83,MIXED,235090,0.8,0.9,1,104.4,90,8,
BATL,Long,FRESH_HOLD,T3-LONG_WATCH,34,3.95,3.92,4.2401,9.7,0.03,4.025,1.9,CLOSE,2,1,1m,3.95,3.92,MIXED,18449,0.8,0.9,1,104.4,90,8,
BATL,Short,RESISTANCE,T5-SHORT,22,4.2401,4.25,3.95,29.3,0.0099,4.025,5.3,APPROACH,1,1,1m,4.25,4.2401,MIXED,23448,0.8,0.9,1,104.4,90,8,
PSKY,Short,RESISTANCE,T3-SHORT,80,9.62,9.72,9.32,3.0,0.1,9.08,5.9,APPROACH,1,1,1d,9.72,9.62,HIGHWAY,137995480,0.6,0.7,0,7.7,29,8,
UMAC,Short,RESISTANCE,T3-SHORT,80,13.3,13.34,11.25,51.3,0.04,12.4399,6.9,APPROACH,1,1,30m,13.34,13.3,HIGHWAY,3879068,0.9,1.0,0,46.0,36,8,
UMAC,Long,PULLBACK,T3-LONG_WATCH,65,11.25,11.08,13.3,12.1,0.17,12.4399,9.6,WAITING,6,6,"10m,15m,1h,30m,4h,5m",11.25,11.08,HIGHWAY,90373791,0.9,1.0,0,46.0,36,8,
BLND,Short,RESISTANCE,T3-SHORT,80,1.75,1.755,1.615,27.0,0.005,1.67,4.8,APPROACH,1,1,1m,1.755,1.75,HIGHWAY,0,1.3,1.1,0,18.1,18,8,
BLND,Long,PULLBACK,T3-LONG_WATCH,38,1.615,1.6,1.75,9.0,0.015,1.67,3.3,APPROACH,2,1,10m,1.615,1.6,HIGHWAY,0,1.3,1.1,0,18.1,18,8,
NEXT,Short,RESISTANCE,T5-SHORT,24,7.955,8.05,7.06,9.4,0.095,7.59,4.8,APPROACH,1,1,1d,8.05,7.955,OPEN_ROAD,46514720,0.9,0.9,0,24.2,19,8,
BFLY,Short,RESISTANCE,T2-SHORT,80,4.09,4.1,4.01,8.0,0.01,4.055,0.9,CLOSE,1,1,1m,4.1,4.09,HIGHWAY,3601,0.7,0.9,0,19.8,32,8,
BFLY,Long,FRESH_HOLD,T3-LONG_WATCH,74,4.01,3.98,4.09,2.7,0.03,4.055,1.1,CLOSE,4,3,"10m,1m,5m",4.01,3.98,HIGHWAY,563993,0.7,0.9,0,19.8,32,8,
KALA,Short,RESISTANCE,T2-SHORT,80,0.1775,0.1781,0.1741,5.7,0.0006,0.1752,1.3,CLOSE,1,1,1m,0.1781,0.1775,HIGHWAY,0,0.1,0.2,0,42.7,69,8,
KALA,Long,PULLBACK,T3-LONG_WATCH,53,0.1652,0.1633,0.1775,6.5,0.0019,0.1752,5.7,APPROACH,3,3,"10m,30m,5m",0.1652,0.1633,OPEN_ROAD,0,0.1,0.2,0,42.7,69,8,
BTQ,Short,RESISTANCE,T5-SHORT,15,2.69,2.72,2.62,2.3,0.03,2.63,2.3,CLOSE,1,1,1h,2.72,2.69,MIXED,1175784,1.8,1.4,0,27.3,83,8,
TSSI,Short,RESISTANCE,T5-SHORT,8,13.19,13.22,12.62,19.0,0.03,12.77,3.3,APPROACH,1,1,1m,13.22,13.19,MIXED,10629,0.5,0.6,0,26.5,44,8,
VIR,Long,PULLBACK,T3-LONG_WATCH,53,8.64,8.47,9.57,5.5,0.17,9.02,4.2,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",8.64,8.47,OPEN_ROAD,43908654,0.3,0.4,0,13.7,16,8,
SLDE,Short,RESISTANCE,T5-SHORT,57,19.21,19.41,17.99,6.1,0.2,18.17,5.7,APPROACH,1,1,1d,19.41,19.21,OPEN_ROAD,37146480,0.5,0.7,0,5.1,34,8,
LFST,Short,RESISTANCE,T2-SHORT,80,6.51,6.53,5.1,70.5,0.02,6.33,2.8,CLOSE,1,1,1h,6.53,6.51,HIGHWAY,402436,0.4,0.6,0,8.4,23,8,
VRAX,Long,FRESH_HOLD,T2-LONG,77,0.2004,0.1659,0.29,2.6,0.0345,0.2036,1.6,CLOSE,2,2,"1d,4h",0.2004,0.1659,OPEN_ROAD,553322283,19.5,6.5,1,84.1,25,8,
POLA,Long,PULLBACK,T1-STRONG_LONG,96,1.709,1.655,1.8702,3.0,0.054,1.87,8.6,WAITING,6,5,"15m,1h,30m,4h,5m",1.709,1.655,HIGHWAY,1156788,10.9,3.7,1,91.4,54,8,
POLA,Short,RESISTANCE,T2-SHORT,69,1.88,1.89,1.709,17.1,0.01,1.87,0.5,CLOSE,1,1,1m,1.89,1.88,HIGHWAY,9220,10.9,3.7,1,91.4,54,8,
OXBR,Short,RESISTANCE,T3-SHORT,80,1.175,1.1799,1.045,26.5,0.0049,1.155,1.7,CLOSE,1,1,10m,1.1799,1.175,HIGHWAY,0,19.9,6.6,1,67.9,42,8,
ARTL,Short,RESISTANCE,T3-SHORT,80,7.96,7.98,7.45,25.5,0.02,7.85,1.4,CLOSE,1,1,15m,7.98,7.96,HIGHWAY,156840,0.3,3.4,1,574.9,37,8,
BURU,Short,RESISTANCE,T3-SHORT,80,0.178,0.1785,0.1689,18.2,0.0005,0.1765,0.8,CLOSE,1,1,5m,0.1785,0.178,HIGHWAY,0,2.1,1.0,1,30.9,51,8,
ONDS,Short,RESISTANCE,T3-SHORT,80,9.35,9.44,8.28,11.9,0.09,9.125,2.5,CLOSE,1,1,1d,9.44,9.35,HIGHWAY,540822213,0.5,0.6,0,43.2,28,8,
ONDS,Long,PULLBACK,T3-LONG_WATCH,62,8.26,8.15,9.35,9.9,0.11,9.125,9.5,WAITING,6,6,"10m,15m,1h,30m,4h,5m",8.26,8.15,HIGHWAY,219527644,0.5,0.6,0,43.2,28,8,
JTAI,Short,RESISTANCE,T3-SHORT,69,0.09,0.0906,0.0863,6.2,0.0006,0.0883,1.9,CLOSE,1,1,1m,0.0906,0.09,HIGHWAY,0,0.4,0.5,0,47.9,60,8,
JTAI,Long,FRESH_HOLD,T3-LONG_WATCH,41,0.0863,0.0855,0.09,4.6,0.0008,0.0883,2.3,CLOSE,2,2,"1m,5m",0.0863,0.0855,HIGHWAY,0,0.4,0.5,0,47.9,60,8,
RZLV,Long,PULLBACK,T3-LONG_WATCH,46,2.45,2.4402,3.03,59.2,0.0098,2.545,3.7,APPROACH,1,1,10m,2.45,2.4402,HIGHWAY,846448,2.1,2.3,2,27.2,16,8,
WNW,Long,FRESH_HOLD,T3-LONG_WATCH,69,0.0773,0.0755,0.0811,2.1,0.0018,0.0776,0.4,CLOSE,7,5,"10m,15m,1h,1m,30m",0.0773,0.0755,HIGHWAY,0,0.1,0.2,0,82.9,55,8,
WNW,Short,RESISTANCE,T3-SHORT,69,0.0811,0.0815,0.0773,9.5,0.0004,0.0776,4.5,APPROACH,1,1,1m,0.0815,0.0811,HIGHWAY,0,0.1,0.2,0,82.9,55,8,
TPET,Short,RESISTANCE,T5-SHORT,12,0.7175,0.7191,0.4012,197.7,0.0016,0.6972,2.9,CLOSE,1,1,5m,0.7191,0.7175,MIXED,0,0.2,0.3,0,45.3,62,8,
CXAI,Short,RESISTANCE,T3-SHORT,80,0.1771,0.1778,0.1696,10.7,0.0007,0.1754,1.0,CLOSE,1,1,1m,0.1778,0.1771,HIGHWAY,0,0.8,0.4,0,90.1,75,8,
CXAI,Long,PULLBACK,T3-LONG_WATCH,41,0.165,0.1633,0.1771,7.1,0.0017,0.1754,5.9,APPROACH,2,2,"15m,1m",0.165,0.1633,HIGHWAY,0,0.8,0.4,0,90.1,75,8,
TE,Long,FRESH_HOLD,T3-LONG_WATCH,57,4.36,4.3512,4.48,13.6,0.0088,4.42,1.4,CLOSE,1,1,1m,4.36,4.3512,HIGHWAY,33417,2.2,1.4,1,64.0,31,8,
TE,Long,PULLBACK,T3-LONG_WATCH,45,4.22,4.21,4.48,26.0,0.01,4.42,4.5,APPROACH,1,1,5m,4.22,4.21,HIGHWAY,270480,2.2,1.4,1,64.0,31,8,
PSTV,Short,RESISTANCE,T5-SHORT,8,0.17,0.1704,0.1688,3.0,0.0004,0.1683,1.0,CLOSE,1,1,5m,0.1704,0.17,MIXED,0,4.9,2.2,1,58.6,63,8,
PMNT,Long,FRESH_HOLD,T2-LONG,79,0.2376,0.2265,0.4163,16.1,0.0111,0.2394,0.8,CLOSE,4,3,"10m,1m,30m",0.2376,0.2265,OPEN_ROAD,15633,0.7,3.4,1,104.9,44,8,
PMNT,Long,PULLBACK,T2-LONG,69,0.216,0.1971,0.4163,10.6,0.0189,0.2394,9.8,WAITING,4,4,"15m,1h,30m,5m",0.216,0.1971,OPEN_ROAD,85489274,0.7,3.4,1,104.9,44,8,
IOBT,Long,PULLBACK,T2-LONG,93,0.0481,0.0474,0.0521,5.7,0.0007,0.0512,6.1,APPROACH,3,3,"10m,15m,5m",0.0481,0.0474,HIGHWAY,0,11.3,3.9,1,421.6,76,8,
IOBT,Long,FRESH_HOLD,T3-LONG_WATCH,56,0.0497,0.0493,0.0521,6.0,0.0004,0.0512,2.9,CLOSE,1,1,30m,0.0497,0.0493,HIGHWAY,0,11.3,3.9,1,421.6,76,8,
